,stim_name,angle,velocity,stim_type,stationary_time,duration
1372,x_backward,"(180, 180)","(0, 0.02)",b,3,35
1373,converging,"(90, 270)","(0.02, 0.02)",b,3,35
1374,lateral_right,"(270, 90)","(0, 0.02)",b,3,35
1375,x_forward,"(0, 0)","(0, 0.02)",b,3,35
1376,backward,90,0.02,s,3,35
1377,forward_x,"(0, 0)","(0.02, 0)",b,3,35
1378,backward_right,45,0.02,s,3,35
1379,forward_left,225,0.02,s,3,35
1380,lateral_left,"(270, 90)","(0.02, 0)",b,3,35
1381,backward_x,"(180, 180)","(0.02, 0)",b,3,35
1382,diverging,"(270, 90)","(0.02, 0.02)",b,3,35
1383,forward_right,-45,0.02,s,3,35
1384,medial_left,"(90, 270)","(0, 0.02)",b,3,35
1385,backward_left,135,0.02,s,3,35
1386,left,180,0.02,s,3,35
1387,backward_forward,"(180, 0)","(0.02, 0.02)",b,3,35
1388,forward,-90,0.02,s,3,35
1389,medial_right,"(90, 270)","(0.02, 0)",b,3,35
1390,right,0,0.02,s,3,35
1391,forward_backward,"(0, 180)","(0.02, 0.02)",b,3,35
1392,x_backward,"(180, 180)","(0, 0.02)",b,3,35
1393,converging,"(90, 270)","(0.02, 0.02)",b,3,35
1394,lateral_right,"(270, 90)","(0, 0.02)",b,3,35
1395,x_forward,"(0, 0)","(0, 0.02)",b,3,35
1396,backward,90,0.02,s,3,35
1397,forward_x,"(0, 0)","(0.02, 0)",b,3,35
1398,backward_right,45,0.02,s,3,35
1399,forward_left,225,0.02,s,3,35
1400,lateral_left,"(270, 90)","(0.02, 0)",b,3,35
1401,backward_x,"(180, 180)","(0.02, 0)",b,3,35
1402,diverging,"(270, 90)","(0.02, 0.02)",b,3,35
1403,forward_right,-45,0.02,s,3,35
1404,medial_left,"(90, 270)","(0, 0.02)",b,3,35
1405,backward_left,135,0.02,s,3,35
1406,left,180,0.02,s,3,35
1407,backward_forward,"(180, 0)","(0.02, 0.02)",b,3,35
1408,forward,-90,0.02,s,3,35
1409,blank,-90,0,s,0,14400
